id_log,nivel,servicio,evento,duracion_ms,timestamp
L-0000808,INFO,simulador,auditoria_diaria,247,2026-04-15T11:15:37
L-0000809,INFO,etl,reporte,156,2026-04-15T16:01:32
L-0000810,INFO,etl,auditoria_diaria,24,2026-04-15T07:57:32
L-0000811,INFO,auditoria,validacion,127,2026-04-15T10:48:01
L-0000812,INFO,streamlit,validacion,29,2026-04-15T14:36:38
L-0000813,WARNING,simulador,reporte,207,2026-04-15T10:54:00
L-0000814,INFO,simulador,voto_emitido,154,2026-04-15T10:37:55
L-0000815,INFO,streamlit,voto_emitido,55,2026-04-15T12:09:33
L-0000816,INFO,etl,validacion,265,2026-04-15T11:14:00
L-0000817,INFO,validador,auditoria_diaria,209,2026-04-15T10:23:43
L-0000818,WARNING,simulador,registro,762,2026-04-15T13:17:23
L-0000819,ERROR,streamlit,reporte,1991,2026-04-15T15:13:14
L-0000820,INFO,etl,agregacion,179,2026-04-15T15:53:21
L-0000821,WARNING,simulador,registro,442,2026-04-15T07:49:42
L-0000822,INFO,etl,reporte,253,2026-04-15T16:46:12
L-0000823,INFO,validador,auditoria_diaria,232,2026-04-15T10:57:35
L-0000824,INFO,etl,reporte,292,2026-04-15T15:25:43
L-0000825,INFO,auditoria,auditoria_diaria,165,2026-04-15T14:19:33
L-0000826,INFO,simulador,voto_emitido,79,2026-04-15T12:40:29
L-0000827,INFO,auditoria,agregacion,210,2026-04-15T15:44:31
L-0000828,INFO,streamlit,voto_emitido,187,2026-04-15T09:38:21
L-0000829,ERROR,validador,reporte,2259,2026-04-15T07:18:03
L-0000830,INFO,simulador,voto_emitido,205,2026-04-15T16:19:04
L-0000831,INFO,etl,validacion,242,2026-04-15T14:35:28
L-0000832,INFO,simulador,voto_emitido,285,2026-04-15T10:32:44
L-0000833,INFO,auditoria,auditoria_diaria,197,2026-04-15T11:28:46
L-0000834,INFO,etl,validacion,44,2026-04-15T08:54:34
L-0000835,INFO,auditoria,registro,182,2026-04-15T08:11:20
L-0000836,INFO,streamlit,validacion,42,2026-04-15T13:23:49
L-0000837,ERROR,streamlit,auditoria_diaria,784,2026-04-15T13:34:57
L-0000838,INFO,streamlit,voto_emitido,221,2026-04-15T10:49:27
L-0000839,INFO,auditoria,validacion,88,2026-04-15T08:15:25
L-0000840,INFO,auditoria,voto_emitido,272,2026-04-15T15:21:21
L-0000841,WARNING,etl,registro,488,2026-04-15T14:16:46
L-0000842,INFO,streamlit,auditoria_diaria,122,2026-04-15T16:46:15
L-0000843,INFO,validador,agregacion,257,2026-04-15T15:09:53
L-0000844,WARNING,auditoria,auditoria_diaria,601,2026-04-15T15:08:32
L-0000845,INFO,auditoria,validacion,239,2026-04-15T12:27:07
L-0000846,INFO,etl,agregacion,180,2026-04-15T09:41:56
L-0000847,INFO,auditoria,voto_emitido,48,2026-04-15T13:56:00
L-0000848,WARNING,streamlit,agregacion,356,2026-04-15T14:34:29
L-0000849,WARNING,etl,agregacion,430,2026-04-15T11:59:26
L-0000850,WARNING,simulador,reporte,694,2026-04-15T07:46:14
L-0000851,INFO,streamlit,registro,209,2026-04-15T09:19:49
L-0000852,INFO,validador,registro,314,2026-04-15T09:35:31
L-0000853,WARNING,validador,reporte,487,2026-04-15T09:53:29
L-0000854,INFO,auditoria,validacion,254,2026-04-15T16:04:16
L-0000855,INFO,etl,validacion,230,2026-04-15T13:55:35
L-0000856,INFO,streamlit,validacion,107,2026-04-15T15:52:29
L-0000857,WARNING,auditoria,validacion,479,2026-04-15T07:55:52
L-0000858,INFO,simulador,voto_emitido,205,2026-04-15T13:49:49
L-0000859,INFO,streamlit,reporte,260,2026-04-15T10:25:11
L-0000860,WARNING,validador,voto_emitido,385,2026-04-15T16:37:08
L-0000861,INFO,streamlit,validacion,127,2026-04-15T11:42:33
L-0000862,INFO,validador,voto_emitido,303,2026-04-15T09:39:19
L-0000863,INFO,etl,reporte,87,2026-04-15T14:22:34
L-0000864,INFO,streamlit,reporte,207,2026-04-15T12:30:15
L-0000865,INFO,auditoria,reporte,68,2026-04-15T13:45:25
L-0000866,INFO,etl,registro,233,2026-04-15T16:28:03
L-0000867,ERROR,simulador,agregacion,837,2026-04-15T13:02:05
L-0000868,WARNING,etl,auditoria_diaria,322,2026-04-15T07:20:56
L-0000869,INFO,simulador,registro,264,2026-04-15T07:13:44
L-0000870,INFO,auditoria,registro,18,2026-04-15T09:16:27
L-0000871,INFO,etl,auditoria_diaria,99,2026-04-15T14:27:47
L-0000872,ERROR,simulador,auditoria_diaria,2413,2026-04-15T14:21:27
L-0000873,INFO,auditoria,registro,267,2026-04-15T16:50:15
L-0000874,INFO,streamlit,auditoria_diaria,180,2026-04-15T14:14:51
L-0000875,INFO,streamlit,voto_emitido,181,2026-04-15T12:37:45
L-0000876,INFO,simulador,agregacion,300,2026-04-15T14:34:00
L-0000877,WARNING,auditoria,validacion,604,2026-04-15T15:30:39
L-0000878,INFO,auditoria,validacion,80,2026-04-15T08:18:31
L-0000879,INFO,etl,agregacion,232,2026-04-15T13:29:50
L-0000880,INFO,streamlit,agregacion,248,2026-04-15T10:31:11
L-0000881,INFO,auditoria,voto_emitido,220,2026-04-15T08:22:53
L-0000882,WARNING,streamlit,voto_emitido,385,2026-04-15T10:33:05
L-0000883,INFO,auditoria,reporte,217,2026-04-15T09:59:11
L-0000884,INFO,streamlit,voto_emitido,198,2026-04-15T11:53:59
L-0000885,INFO,streamlit,reporte,230,2026-04-15T09:40:55
L-0000886,INFO,streamlit,auditoria_diaria,181,2026-04-15T08:37:04
L-0000887,INFO,validador,agregacion,156,2026-04-15T12:38:46
L-0000888,INFO,auditoria,voto_emitido,236,2026-04-15T14:51:15
L-0000889,WARNING,auditoria,registro,219,2026-04-15T07:28:16
L-0000890,INFO,streamlit,registro,220,2026-04-15T10:46:28
L-0000891,INFO,simulador,validacion,35,2026-04-15T15:54:54
L-0000892,INFO,auditoria,registro,274,2026-04-15T14:56:07
L-0000893,INFO,etl,auditoria_diaria,307,2026-04-15T09:34:25
L-0000894,INFO,simulador,voto_emitido,76,2026-04-15T12:39:17
L-0000895,INFO,validador,voto_emitido,304,2026-04-15T16:26:18
L-0000896,INFO,etl,auditoria_diaria,128,2026-04-15T12:49:23
L-0000897,INFO,simulador,reporte,139,2026-04-15T07:28:42
L-0000898,INFO,streamlit,auditoria_diaria,186,2026-04-15T12:40:11
L-0000899,INFO,streamlit,voto_emitido,152,2026-04-15T14:57:29
L-0000900,INFO,validador,reporte,37,2026-04-15T11:41:47
L-0000901,INFO,streamlit,validacion,190,2026-04-15T10:12:45
L-0000902,INFO,auditoria,auditoria_diaria,162,2026-04-15T16:24:56
L-0000903,INFO,simulador,registro,153,2026-04-15T15:19:51
L-0000904,INFO,streamlit,agregacion,227,2026-04-15T14:12:35
L-0000905,WARNING,etl,registro,142,2026-04-15T10:32:43
L-0000906,INFO,streamlit,registro,280,2026-04-15T11:18:56
L-0000907,INFO,simulador,reporte,163,2026-04-15T07:17:00
L-0000908,INFO,validador,auditoria_diaria,297,2026-04-15T16:01:47
L-0000909,INFO,auditoria,auditoria_diaria,226,2026-04-15T08:18:55
L-0000910,INFO,validador,reporte,198,2026-04-15T09:24:15
L-0000911,INFO,simulador,registro,181,2026-04-15T13:29:14
L-0000912,WARNING,etl,voto_emitido,198,2026-04-15T12:32:36
L-0000913,WARNING,simulador,auditoria_diaria,610,2026-04-15T12:58:41
L-0000914,INFO,streamlit,registro,56,2026-04-15T09:04:15
L-0000915,INFO,streamlit,voto_emitido,83,2026-04-15T12:43:06
L-0000916,INFO,validador,validacion,29,2026-04-15T14:05:49
L-0000917,INFO,etl,voto_emitido,104,2026-04-15T10:21:36
L-0000918,INFO,etl,auditoria_diaria,167,2026-04-15T10:54:17
L-0000919,WARNING,streamlit,voto_emitido,299,2026-04-15T13:32:55
L-0000920,WARNING,streamlit,auditoria_diaria,596,2026-04-15T14:59:26
L-0000921,WARNING,etl,reporte,154,2026-04-15T14:09:44
L-0000922,ERROR,validador,registro,1765,2026-04-15T10:24:52
L-0000923,INFO,auditoria,reporte,20,2026-04-15T09:09:06
L-0000924,INFO,streamlit,validacion,47,2026-04-15T09:53:34
L-0000925,WARNING,streamlit,agregacion,575,2026-04-15T07:38:12
L-0000926,INFO,simulador,validacion,38,2026-04-15T14:58:53
L-0000927,INFO,etl,registro,260,2026-04-15T07:28:29
L-0000928,INFO,streamlit,reporte,101,2026-04-15T14:53:56
L-0000929,ERROR,simulador,registro,514,2026-04-15T11:25:27
L-0000930,WARNING,simulador,registro,330,2026-04-15T08:03:36
L-0000931,WARNING,validador,voto_emitido,646,2026-04-15T12:23:13
L-0000932,INFO,streamlit,validacion,302,2026-04-15T07:09:44
L-0000933,INFO,simulador,reporte,176,2026-04-15T11:13:25
L-0000934,INFO,streamlit,validacion,302,2026-04-15T07:07:04
L-0000935,INFO,auditoria,reporte,177,2026-04-15T11:51:56
L-0000936,WARNING,etl,auditoria_diaria,157,2026-04-15T14:48:38
L-0000937,INFO,simulador,reporte,204,2026-04-15T08:59:08
L-0000938,INFO,simulador,voto_emitido,55,2026-04-15T14:51:01
L-0000939,INFO,streamlit,auditoria_diaria,262,2026-04-15T08:03:37
L-0000940,INFO,auditoria,registro,101,2026-04-15T11:32:11
L-0000941,INFO,etl,auditoria_diaria,93,2026-04-15T11:44:06
L-0000942,INFO,streamlit,agregacion,102,2026-04-15T16:53:37
L-0000943,INFO,streamlit,auditoria_diaria,53,2026-04-15T07:37:58
L-0000944,INFO,etl,validacion,151,2026-04-15T16:09:00
L-0000945,WARNING,auditoria,registro,182,2026-04-15T10:00:45
L-0000946,INFO,streamlit,auditoria_diaria,67,2026-04-15T10:40:04
L-0000947,INFO,auditoria,agregacion,126,2026-04-15T11:49:27
L-0000948,INFO,auditoria,reporte,235,2026-04-15T15:10:34
L-0000949,INFO,etl,voto_emitido,219,2026-04-15T07:50:08
L-0000950,INFO,streamlit,reporte,27,2026-04-15T15:10:02
L-0000951,INFO,streamlit,reporte,287,2026-04-15T11:28:15
L-0000952,INFO,etl,voto_emitido,59,2026-04-15T12:44:44
L-0000953,INFO,etl,validacion,30,2026-04-15T11:42:50
L-0000954,WARNING,simulador,auditoria_diaria,266,2026-04-15T15:31:19
L-0000955,WARNING,etl,registro,171,2026-04-15T07:01:09
L-0000956,INFO,simulador,validacion,96,2026-04-15T14:40:03
L-0000957,INFO,streamlit,agregacion,31,2026-04-15T15:44:57
L-0000958,INFO,auditoria,agregacion,85,2026-04-15T08:28:03
L-0000959,INFO,etl,auditoria_diaria,118,2026-04-15T13:55:30
L-0000960,INFO,streamlit,auditoria_diaria,268,2026-04-15T11:31:17
L-0000961,WARNING,etl,agregacion,307,2026-04-15T10:22:50
L-0000962,INFO,simulador,voto_emitido,103,2026-04-15T12:43:47
L-0000963,INFO,etl,registro,21,2026-04-15T13:16:54
L-0000964,WARNING,streamlit,validacion,184,2026-04-15T13:50:44
L-0000965,WARNING,auditoria,voto_emitido,436,2026-04-15T10:02:34
L-0000966,INFO,simulador,voto_emitido,172,2026-04-15T14:34:09
L-0000967,INFO,validador,registro,48,2026-04-15T11:53:35
L-0000968,WARNING,simulador,auditoria_diaria,339,2026-04-15T09:36:40
L-0000969,INFO,auditoria,validacion,305,2026-04-15T09:13:10
L-0000970,INFO,etl,validacion,166,2026-04-15T07:27:13
L-0000971,INFO,auditoria,auditoria_diaria,18,2026-04-15T09:18:55
L-0000972,INFO,simulador,reporte,219,2026-04-15T15:43:20
L-0000973,INFO,etl,auditoria_diaria,67,2026-04-15T12:39:48
L-0000974,INFO,validador,reporte,79,2026-04-15T16:40:09
L-0000975,ERROR,streamlit,registro,1587,2026-04-15T15:06:22
L-0000976,INFO,simulador,registro,204,2026-04-15T07:33:31
L-0000977,INFO,validador,validacion,82,2026-04-15T15:15:29
L-0000978,INFO,etl,reporte,294,2026-04-15T11:40:51
L-0000979,WARNING,auditoria,registro,320,2026-04-15T09:32:44
L-0000980,WARNING,etl,agregacion,540,2026-04-15T12:54:40
L-0000981,INFO,etl,voto_emitido,231,2026-04-15T16:05:34
L-0000982,INFO,streamlit,registro,87,2026-04-15T07:22:22
L-0000983,INFO,etl,auditoria_diaria,38,2026-04-15T13:13:18
L-0000984,WARNING,simulador,validacion,353,2026-04-15T08:32:45
L-0000985,INFO,etl,registro,73,2026-04-15T12:12:53
L-0000986,INFO,simulador,validacion,202,2026-04-15T16:06:53
L-0000987,WARNING,etl,reporte,678,2026-04-15T08:25:30
L-0000988,INFO,streamlit,voto_emitido,134,2026-04-15T09:11:33
L-0000989,INFO,simulador,validacion,223,2026-04-15T07:48:43
L-0000990,WARNING,simulador,registro,447,2026-04-15T14:17:46
L-0000991,INFO,simulador,auditoria_diaria,267,2026-04-15T08:35:13
L-0000992,INFO,etl,auditoria_diaria,19,2026-04-15T15:08:50
L-0000993,WARNING,validador,auditoria_diaria,734,2026-04-15T10:57:15
L-0000994,INFO,simulador,registro,222,2026-04-15T08:50:59
L-0000995,INFO,auditoria,auditoria_diaria,275,2026-04-15T11:37:21
L-0000996,ERROR,etl,registro,2288,2026-04-15T09:07:14
L-0000997,INFO,auditoria,validacion,254,2026-04-15T16:42:17
L-0000998,INFO,streamlit,reporte,184,2026-04-15T14:27:11
L-0000999,INFO,streamlit,reporte,201,2026-04-15T14:05:05
L-0001000,INFO,auditoria,auditoria_diaria,237,2026-04-15T07:52:38
L-0001001,WARNING,etl,agregacion,769,2026-04-15T09:22:33
L-0001002,WARNING,auditoria,validacion,424,2026-04-15T15:28:14
L-0001003,INFO,simulador,auditoria_diaria,112,2026-04-15T07:58:55
L-0001004,INFO,etl,validacion,295,2026-04-15T08:25:55
L-0001005,INFO,auditoria,validacion,97,2026-04-15T07:54:31
L-0001006,INFO,streamlit,auditoria_diaria,168,2026-04-15T11:40:09
L-0001007,INFO,auditoria,agregacion,272,2026-04-15T10:58:29
L-0001008,INFO,validador,agregacion,176,2026-04-15T10:10:29
L-0001009,INFO,validador,registro,19,2026-04-15T12:15:54
L-0001010,WARNING,auditoria,voto_emitido,529,2026-04-15T10:04:59
L-0001011,INFO,simulador,registro,24,2026-04-15T08:19:16
L-0001012,INFO,streamlit,agregacion,165,2026-04-15T10:03:21
L-0001013,INFO,etl,registro,150,2026-04-15T15:16:55
L-0001014,INFO,auditoria,reporte,188,2026-04-15T12:36:37
L-0001015,INFO,etl,agregacion,28,2026-04-15T07:00:51
L-0001016,INFO,etl,validacion,303,2026-04-15T11:31:52
L-0001017,INFO,etl,registro,113,2026-04-15T12:03:30
L-0001018,WARNING,streamlit,agregacion,392,2026-04-15T11:38:03
L-0001019,INFO,etl,registro,229,2026-04-15T07:37:29
L-0001020,WARNING,validador,agregacion,434,2026-04-15T15:18:38
L-0001021,INFO,etl,agregacion,163,2026-04-15T12:14:58
L-0001022,INFO,streamlit,agregacion,80,2026-04-15T07:45:29
L-0001023,INFO,auditoria,reporte,150,2026-04-15T08:30:37
L-0001024,INFO,streamlit,reporte,279,2026-04-15T16:47:42
L-0001025,INFO,simulador,validacion,198,2026-04-15T07:44:22
L-0001026,INFO,validador,registro,268,2026-04-15T10:40:06
L-0001027,INFO,auditoria,reporte,230,2026-04-15T15:50:55
L-0001028,WARNING,etl,validacion,487,2026-04-15T13:21:00
L-0001029,WARNING,streamlit,auditoria_diaria,321,2026-04-15T07:06:16
L-0001030,INFO,simulador,voto_emitido,188,2026-04-15T11:06:41
L-0001031,INFO,streamlit,reporte,202,2026-04-15T10:47:12
L-0001032,INFO,simulador,auditoria_diaria,266,2026-04-15T11:13:53
L-0001033,INFO,simulador,validacion,85,2026-04-15T14:18:29
L-0001034,INFO,streamlit,reporte,161,2026-04-15T12:46:16
L-0001035,INFO,streamlit,voto_emitido,100,2026-04-15T07:46:44
L-0001036,INFO,validador,agregacion,199,2026-04-15T14:04:59
L-0001037,INFO,etl,reporte,227,2026-04-15T16:44:10
L-0001038,INFO,streamlit,registro,211,2026-04-15T15:17:06
L-0001039,INFO,simulador,registro,308,2026-04-15T15:17:31
L-0001040,WARNING,validador,voto_emitido,529,2026-04-15T07:56:47
L-0001041,ERROR,validador,validacion,490,2026-04-15T13:47:59
L-0001042,INFO,streamlit,registro,50,2026-04-15T08:00:22
L-0001043,WARNING,validador,agregacion,741,2026-04-15T13:52:35
L-0001044,INFO,etl,agregacion,218,2026-04-15T14:13:59
L-0001045,INFO,auditoria,registro,283,2026-04-15T07:14:14
L-0001046,INFO,streamlit,voto_emitido,34,2026-04-15T11:26:40
L-0001047,WARNING,etl,agregacion,673,2026-04-15T15:20:33
L-0001048,WARNING,simulador,validacion,358,2026-04-15T13:11:52
L-0001049,INFO,simulador,registro,243,2026-04-15T14:58:38
L-0001050,WARNING,validador,registro,423,2026-04-15T07:44:02
L-0001051,INFO,etl,auditoria_diaria,68,2026-04-15T11:58:32
L-0001052,INFO,streamlit,agregacion,180,2026-04-15T16:25:14
L-0001053,INFO,validador,reporte,208,2026-04-15T16:06:50
L-0001054,INFO,streamlit,voto_emitido,227,2026-04-15T11:39:32
L-0001055,INFO,simulador,agregacion,82,2026-04-15T10:47:16
L-0001056,INFO,streamlit,agregacion,285,2026-04-15T07:23:16
L-0001057,INFO,etl,auditoria_diaria,318,2026-04-15T16:16:50
L-0001058,INFO,validador,validacion,257,2026-04-15T14:00:32
L-0001059,INFO,auditoria,agregacion,169,2026-04-15T07:09:35
L-0001060,INFO,simulador,reporte,237,2026-04-15T07:56:33
L-0001061,WARNING,validador,validacion,659,2026-04-15T10:01:28
L-0001062,INFO,auditoria,auditoria_diaria,219,2026-04-15T07:11:34
L-0001063,INFO,auditoria,validacion,162,2026-04-15T13:10:24
L-0001064,WARNING,streamlit,validacion,392,2026-04-15T16:16:17
L-0001065,ERROR,etl,auditoria_diaria,1944,2026-04-15T12:21:56
L-0001066,INFO,streamlit,validacion,146,2026-04-15T12:05:35
L-0001067,INFO,streamlit,reporte,210,2026-04-15T07:34:57
L-0001068,INFO,streamlit,validacion,175,2026-04-15T14:47:02
L-0001069,INFO,simulador,agregacion,16,2026-04-15T08:59:27
L-0001070,INFO,etl,reporte,137,2026-04-15T15:03:17
L-0001071,INFO,auditoria,registro,225,2026-04-15T10:09:44
L-0001072,INFO,etl,agregacion,19,2026-04-15T07:49:21
L-0001073,INFO,streamlit,agregacion,129,2026-04-15T10:12:19
L-0001074,INFO,simulador,auditoria_diaria,45,2026-04-15T09:42:43
L-0001075,INFO,etl,voto_emitido,285,2026-04-15T10:03:37
L-0001076,WARNING,streamlit,registro,705,2026-04-15T10:01:27
L-0001077,INFO,streamlit,voto_emitido,92,2026-04-15T16:38:34
L-0001078,INFO,etl,voto_emitido,156,2026-04-15T08:12:20
L-0001079,ERROR,streamlit,voto_emitido,1364,2026-04-15T09:23:45
L-0001080,ERROR,validador,validacion,1862,2026-04-15T09:18:40
L-0001081,INFO,streamlit,reporte,169,2026-04-15T15:41:37
L-0001082,WARNING,simulador,registro,388,2026-04-15T15:02:47
L-0001083,INFO,etl,validacion,146,2026-04-15T14:33:51
L-0001084,INFO,streamlit,auditoria_diaria,241,2026-04-15T09:44:45
L-0001085,WARNING,auditoria,registro,211,2026-04-15T09:25:32
L-0001086,INFO,etl,reporte,189,2026-04-15T10:39:30
L-0001087,INFO,etl,registro,93,2026-04-15T08:04:34
L-0001088,INFO,streamlit,voto_emitido,231,2026-04-15T12:28:07
L-0001089,WARNING,simulador,validacion,317,2026-04-15T10:25:32
L-0001090,WARNING,etl,voto_emitido,408,2026-04-15T13:52:44
L-0001091,INFO,validador,voto_emitido,299,2026-04-15T12:30:40
L-0001092,WARNING,streamlit,agregacion,682,2026-04-15T08:43:35
L-0001093,INFO,auditoria,registro,117,2026-04-15T12:36:48
L-0001094,INFO,etl,validacion,243,2026-04-15T08:05:58
L-0001095,INFO,streamlit,auditoria_diaria,93,2026-04-15T15:04:13
L-0001096,INFO,validador,agregacion,303,2026-04-15T10:19:55
L-0001097,INFO,streamlit,reporte,16,2026-04-15T08:50:15
L-0001098,INFO,auditoria,agregacion,200,2026-04-15T10:17:00
L-0001099,INFO,simulador,auditoria_diaria,63,2026-04-15T10:34:12
L-0001100,INFO,simulador,reporte,314,2026-04-15T10:51:08
L-0001101,INFO,streamlit,registro,88,2026-04-15T16:39:03
L-0001102,INFO,etl,voto_emitido,30,2026-04-15T12:52:21
L-0001103,INFO,etl,registro,249,2026-04-15T07:38:01
L-0001104,INFO,etl,reporte,76,2026-04-15T14:04:21
L-0001105,INFO,auditoria,validacion,142,2026-04-15T09:59:42
L-0001106,INFO,streamlit,validacion,311,2026-04-15T14:39:59
L-0001107,INFO,streamlit,auditoria_diaria,47,2026-04-15T07:14:20
L-0001108,INFO,simulador,agregacion,96,2026-04-15T08:08:09
L-0001109,INFO,simulador,reporte,239,2026-04-15T10:40:54
L-0001110,INFO,simulador,registro,50,2026-04-15T08:07:54
L-0001111,INFO,streamlit,voto_emitido,169,2026-04-15T12:18:48
L-0001112,INFO,auditoria,voto_emitido,37,2026-04-15T14:55:56
L-0001113,INFO,streamlit,agregacion,146,2026-04-15T11:49:40
L-0001114,INFO,etl,auditoria_diaria,117,2026-04-15T07:20:11
L-0001115,INFO,auditoria,auditoria_diaria,137,2026-04-15T09:08:29
L-0001116,INFO,etl,validacion,149,2026-04-15T15:34:49
L-0001117,INFO,validador,validacion,84,2026-04-15T11:46:45
L-0001118,INFO,simulador,voto_emitido,235,2026-04-15T15:26:05
L-0001119,INFO,streamlit,auditoria_diaria,175,2026-04-15T13:44:23
L-0001120,INFO,auditoria,voto_emitido,73,2026-04-15T16:45:32
L-0001121,WARNING,simulador,validacion,267,2026-04-15T09:03:47
L-0001122,INFO,etl,auditoria_diaria,146,2026-04-15T10:52:53
L-0001123,INFO,streamlit,registro,164,2026-04-15T10:03:15
L-0001124,INFO,auditoria,validacion,169,2026-04-15T12:31:16
L-0001125,INFO,streamlit,auditoria_diaria,265,2026-04-15T11:10:30
L-0001126,INFO,streamlit,validacion,306,2026-04-15T07:06:28
L-0001127,INFO,auditoria,voto_emitido,302,2026-04-15T11:08:41
L-0001128,INFO,simulador,agregacion,180,2026-04-15T13:29:37
L-0001129,INFO,streamlit,voto_emitido,206,2026-04-15T15:12:20
L-0001130,INFO,streamlit,validacion,175,2026-04-15T16:16:33
L-0001131,INFO,auditoria,reporte,18,2026-04-15T09:49:32
L-0001132,INFO,auditoria,registro,297,2026-04-15T08:27:53
L-0001133,ERROR,etl,voto_emitido,2401,2026-04-15T11:46:53
L-0001134,INFO,auditoria,voto_emitido,256,2026-04-15T11:35:34
L-0001135,INFO,etl,agregacion,276,2026-04-15T11:36:28
L-0001136,INFO,streamlit,registro,154,2026-04-15T10:02:08
L-0001137,WARNING,validador,validacion,405,2026-04-15T07:31:27
L-0001138,ERROR,etl,reporte,2404,2026-04-15T07:33:20
L-0001139,INFO,streamlit,registro,264,2026-04-15T14:49:40
L-0001140,INFO,simulador,auditoria_diaria,299,2026-04-15T07:03:05
L-0001141,INFO,etl,reporte,304,2026-04-15T08:24:57
L-0001142,INFO,validador,agregacion,71,2026-04-15T08:10:32
L-0001143,INFO,auditoria,validacion,154,2026-04-15T11:27:55
L-0001144,INFO,validador,validacion,210,2026-04-15T10:41:28
L-0001145,ERROR,validador,reporte,2378,2026-04-15T15:21:20
L-0001146,INFO,simulador,voto_emitido,317,2026-04-15T13:42:17
L-0001147,INFO,streamlit,validacion,128,2026-04-15T10:09:54
L-0001148,ERROR,streamlit,reporte,1348,2026-04-15T11:27:17
L-0001149,INFO,simulador,validacion,102,2026-04-15T07:36:09
L-0001150,INFO,etl,voto_emitido,301,2026-04-15T08:08:15
L-0001151,INFO,simulador,agregacion,156,2026-04-15T14:44:41
L-0001152,INFO,auditoria,reporte,59,2026-04-15T14:11:02
L-0001153,INFO,auditoria,agregacion,107,2026-04-15T13:39:09
L-0001154,INFO,simulador,agregacion,119,2026-04-15T16:45:37
L-0001155,INFO,simulador,validacion,51,2026-04-15T09:50:41
L-0001156,INFO,streamlit,registro,228,2026-04-15T14:19:35
L-0001157,INFO,simulador,agregacion,245,2026-04-15T10:49:55
L-0001158,INFO,streamlit,registro,42,2026-04-15T15:30:00
L-0001159,INFO,streamlit,reporte,110,2026-04-15T13:51:17
L-0001160,INFO,etl,agregacion,208,2026-04-15T10:59:20
L-0001161,INFO,simulador,auditoria_diaria,162,2026-04-15T15:45:19
L-0001162,INFO,simulador,agregacion,308,2026-04-15T15:22:55
L-0001163,WARNING,etl,auditoria_diaria,415,2026-04-15T16:31:06
L-0001164,INFO,etl,voto_emitido,134,2026-04-15T15:01:51
L-0001165,INFO,auditoria,auditoria_diaria,16,2026-04-15T08:20:49
L-0001166,INFO,streamlit,registro,257,2026-04-15T10:02:13
L-0001167,INFO,validador,agregacion,210,2026-04-15T14:12:15
L-0001168,WARNING,streamlit,reporte,127,2026-04-15T11:50:53
L-0001169,INFO,etl,validacion,47,2026-04-15T09:45:08
L-0001170,INFO,validador,reporte,159,2026-04-15T13:02:35
L-0001171,INFO,etl,agregacion,75,2026-04-15T15:53:28
L-0001172,INFO,validador,voto_emitido,190,2026-04-15T14:36:16
L-0001173,INFO,validador,registro,242,2026-04-15T15:38:58
L-0001174,WARNING,simulador,voto_emitido,711,2026-04-15T16:45:56
L-0001175,INFO,simulador,agregacion,28,2026-04-15T13:33:14
L-0001176,INFO,simulador,voto_emitido,179,2026-04-15T12:59:56
L-0001177,INFO,streamlit,registro,249,2026-04-15T16:14:20
L-0001178,INFO,auditoria,registro,241,2026-04-15T07:46:16
L-0001179,INFO,etl,voto_emitido,21,2026-04-15T12:53:44
L-0001180,INFO,etl,validacion,299,2026-04-15T13:54:21
L-0001181,INFO,streamlit,validacion,79,2026-04-15T15:41:52
L-0001182,INFO,validador,registro,129,2026-04-15T08:39:12
L-0001183,INFO,auditoria,registro,232,2026-04-15T10:57:51
L-0001184,ERROR,streamlit,registro,1236,2026-04-15T16:34:51
L-0001185,INFO,validador,reporte,317,2026-04-15T07:35:26
L-0001186,INFO,streamlit,registro,307,2026-04-15T16:38:42
L-0001187,INFO,etl,registro,140,2026-04-15T15:13:14
L-0001188,INFO,streamlit,reporte,241,2026-04-15T15:33:42
L-0001189,INFO,etl,validacion,70,2026-04-15T13:59:23
L-0001190,INFO,streamlit,agregacion,242,2026-04-15T07:47:16
L-0001191,INFO,streamlit,auditoria_diaria,80,2026-04-15T11:52:43
L-0001192,INFO,streamlit,auditoria_diaria,192,2026-04-15T16:52:37
L-0001193,INFO,etl,reporte,149,2026-04-15T16:24:40
L-0001194,INFO,simulador,voto_emitido,75,2026-04-15T10:40:37
L-0001195,INFO,validador,validacion,60,2026-04-15T14:19:07
L-0001196,INFO,etl,auditoria_diaria,157,2026-04-15T14:17:15
L-0001197,INFO,streamlit,reporte,45,2026-04-15T15:42:31
L-0001198,INFO,streamlit,agregacion,99,2026-04-15T11:12:07
L-0001199,ERROR,etl,registro,1610,2026-04-15T10:53:18
L-0001200,WARNING,etl,validacion,592,2026-04-15T12:07:24
L-0001201,WARNING,simulador,voto_emitido,136,2026-04-15T09:44:08
L-0001202,WARNING,auditoria,registro,729,2026-04-15T09:00:28
L-0001203,INFO,etl,agregacion,234,2026-04-15T12:05:57
L-0001204,INFO,auditoria,validacion,142,2026-04-15T16:00:04
L-0001205,INFO,etl,agregacion,266,2026-04-15T11:57:16
L-0001206,ERROR,streamlit,agregacion,604,2026-04-15T13:55:25
L-0001207,INFO,streamlit,registro,27,2026-04-15T14:01:20
L-0001208,INFO,streamlit,reporte,277,2026-04-15T12:44:58
L-0001209,INFO,auditoria,agregacion,254,2026-04-15T14:17:08
L-0001210,INFO,validador,auditoria_diaria,18,2026-04-15T08:55:30
