id_ciudadano,edad,genero,comuna_id,comuna,perfil_territorial,validado,voto_emitido,fecha_registro
C-0002418,34,M,10,La Candelaria,centro,True,True,2026-04-15T12:08:31
C-0002419,33,F,2,Santa Cruz,ladera_norte,True,True,2026-04-15T08:26:39
C-0002420,67,F,50,San Sebastian de Palmitas,rural,True,False,2026-04-15T09:58:27
C-0002421,18,M,3,Manrique,ladera_norte,False,False,2026-04-15T11:17:05
C-0002422,81,M,4,Aranjuez,valle,False,True,2026-04-15T08:37:26
C-0002423,69,F,14,El Poblado,sur,True,True,2026-04-15T12:26:28
C-0002424,43,M,2,Santa Cruz,ladera_norte,True,True,2026-04-15T10:09:25
C-0002425,65,F,16,Belen,sur,False,False,2026-04-15T08:17:21
C-0002426,27,F,13,San Javier,ladera_occidente,False,False,2026-04-15T07:32:33
C-0002427,46,F,2,Santa Cruz,ladera_norte,True,False,2026-04-15T09:03:27
C-0002428,25,F,12,La America,centro_sur,True,True,2026-04-15T08:53:40
C-0002429,25,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T07:44:54
C-0002430,18,M,14,El Poblado,sur,False,False,2026-04-15T10:31:14
C-0002431,71,F,15,Guayabal,sur,True,True,2026-04-15T10:05:07
C-0002432,67,M,13,San Javier,ladera_occidente,True,False,2026-04-15T07:51:17
C-0002433,77,M,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T11:38:56
C-0002434,83,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T09:46:37
C-0002435,82,F,13,San Javier,ladera_occidente,False,False,2026-04-15T10:26:40
C-0002436,84,M,70,Altavista,rural,False,False,2026-04-15T10:29:39
C-0002437,19,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:41:21
C-0002438,70,M,12,La America,centro_sur,True,True,2026-04-15T08:37:57
C-0002439,66,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T07:42:33
C-0002440,28,M,14,El Poblado,sur,True,False,2026-04-15T08:35:20
C-0002441,27,F,90,Santa Elena,rural,True,False,2026-04-15T10:54:16
C-0002442,83,M,3,Manrique,ladera_norte,True,False,2026-04-15T10:50:38
C-0002443,77,F,4,Aranjuez,valle,True,True,2026-04-15T09:03:11
C-0002444,39,F,10,La Candelaria,centro,False,False,2026-04-15T12:22:15
C-0002445,23,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T10:57:11
C-0002446,40,F,10,La Candelaria,centro,True,True,2026-04-15T09:02:12
C-0002447,18,M,1,Popular,ladera_norte,True,True,2026-04-15T12:25:21
C-0002448,64,M,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T08:32:18
C-0002449,43,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T07:39:04
C-0002450,21,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T12:25:12
C-0002451,83,M,12,La America,centro_sur,True,True,2026-04-15T09:41:13
C-0002452,73,M,13,San Javier,ladera_occidente,True,True,2026-04-15T11:40:23
C-0002453,78,F,12,La America,centro_sur,False,False,2026-04-15T11:47:34
C-0002454,84,M,14,El Poblado,sur,False,False,2026-04-15T12:10:47
C-0002455,18,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:17:54
C-0002456,69,F,10,La Candelaria,centro,True,True,2026-04-15T07:43:49
C-0002457,70,F,11,Laureles-Estadio,centro_sur,False,False,2026-04-15T10:13:29
C-0002458,70,F,2,Santa Cruz,ladera_norte,True,True,2026-04-15T12:10:04
C-0002459,35,M,5,Castilla,valle,False,False,2026-04-15T11:19:30
C-0002460,44,F,10,La Candelaria,centro,True,True,2026-04-15T11:41:29
C-0002461,80,M,16,Belen,sur,True,True,2026-04-15T11:26:05
C-0002462,22,M,12,La America,centro_sur,True,False,2026-04-15T08:59:54
C-0002463,60,M,2,Santa Cruz,ladera_norte,True,False,2026-04-15T11:22:43
C-0002464,71,F,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T10:37:15
C-0002465,71,M,4,Aranjuez,valle,True,True,2026-04-15T10:24:05
C-0002466,58,M,13,San Javier,ladera_occidente,False,False,2026-04-15T08:21:38
C-0002467,69,F,15,Guayabal,sur,False,False,2026-04-15T08:02:30
C-0002468,78,F,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T09:35:18
C-0002469,69,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:44:09
C-0002470,25,M,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T10:30:44
C-0002471,34,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T09:04:34
C-0002472,38,F,15,Guayabal,sur,True,False,2026-04-15T08:03:05
C-0002473,40,F,13,San Javier,ladera_occidente,False,False,2026-04-15T07:40:14
C-0002474,42,F,10,La Candelaria,centro,True,True,2026-04-15T12:19:56
C-0002475,32,F,7,Robledo,ladera_noroccidente,True,True,2026-04-15T08:02:22
C-0002476,63,M,1,Popular,ladera_norte,True,False,2026-04-15T12:08:44
C-0002477,25,F,3,Manrique,ladera_norte,True,False,2026-04-15T10:18:06
C-0002478,70,M,4,Aranjuez,valle,True,False,2026-04-15T11:50:12
C-0002479,62,F,7,Robledo,ladera_noroccidente,False,False,2026-04-15T12:03:17
C-0002480,82,F,60,San Cristobal,rural,False,False,2026-04-15T08:08:33
C-0002481,18,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T10:12:29
C-0002482,37,M,5,Castilla,valle,True,False,2026-04-15T10:50:44
C-0002483,78,M,2,Santa Cruz,ladera_norte,False,False,2026-04-15T10:39:18
C-0002484,51,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T11:57:07
C-0002485,55,F,15,Guayabal,sur,False,False,2026-04-15T08:20:31
C-0002486,19,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T08:11:17
C-0002487,69,F,14,El Poblado,sur,True,True,2026-04-15T11:40:17
C-0002488,34,M,14,El Poblado,sur,True,True,2026-04-15T10:44:11
C-0002489,82,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T12:05:30
C-0002490,43,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T08:31:15
C-0002491,30,M,70,Altavista,rural,True,True,2026-04-15T07:46:58
C-0002492,57,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T10:56:57
C-0002493,49,M,1,Popular,ladera_norte,True,True,2026-04-15T11:17:19
C-0002494,49,M,50,San Sebastian de Palmitas,rural,False,False,2026-04-15T10:44:15
C-0002495,81,F,16,Belen,sur,False,False,2026-04-15T07:44:30
C-0002496,42,M,10,La Candelaria,centro,True,True,2026-04-15T11:51:28
C-0002497,44,No reporta,10,La Candelaria,centro,False,False,2026-04-15T08:45:55
C-0002498,59,F,4,Aranjuez,valle,False,False,2026-04-15T09:55:42
C-0002499,29,F,15,Guayabal,sur,True,True,2026-04-15T07:36:54
C-0002500,73,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T11:17:39
C-0002501,33,F,1,Popular,ladera_norte,False,False,2026-04-15T11:35:04
C-0002502,34,M,12,La America,centro_sur,True,True,2026-04-15T08:27:32
C-0002503,18,F,60,San Cristobal,rural,False,False,2026-04-15T07:53:27
C-0002504,40,M,15,Guayabal,sur,True,True,2026-04-15T10:42:47
C-0002505,57,M,5,Castilla,valle,True,False,2026-04-15T10:16:17
C-0002506,65,M,1,Popular,ladera_norte,False,False,2026-04-15T11:53:03
C-0002507,78,M,60,San Cristobal,rural,False,False,2026-04-15T08:58:02
C-0002508,70,F,50,San Sebastian de Palmitas,rural,True,False,2026-04-15T11:06:53
C-0002509,39,M,10,La Candelaria,centro,True,True,2026-04-15T11:44:20
C-0002510,73,M,12,La America,centro_sur,False,False,2026-04-15T11:53:34
C-0002511,31,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T07:55:22
C-0002512,32,M,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T10:38:56
C-0002513,41,M,3,Manrique,ladera_norte,True,True,2026-04-15T09:13:28
C-0002514,54,M,2,Santa Cruz,ladera_norte,True,True,2026-04-15T10:15:25
C-0002515,31,M,5,Castilla,valle,True,True,2026-04-15T10:51:11
C-0002516,78,M,15,Guayabal,sur,True,True,2026-04-15T12:04:30
C-0002517,36,M,3,Manrique,ladera_norte,False,False,2026-04-15T09:50:50
C-0002518,44,F,4,Aranjuez,valle,True,True,2026-04-15T09:07:01
C-0002519,58,F,10,La Candelaria,centro,True,True,2026-04-15T08:27:30
C-0002520,46,M,4,Aranjuez,valle,True,True,2026-04-15T11:14:30
C-0002521,45,F,3,Manrique,ladera_norte,True,True,2026-04-15T09:12:04
C-0002522,83,F,10,La Candelaria,centro,True,True,2026-04-15T10:57:54
C-0002523,47,F,7,Robledo,ladera_noroccidente,True,False,2026-04-15T08:50:13
C-0002524,25,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:34:16
C-0002525,66,M,16,Belen,sur,False,False,2026-04-15T10:50:20
C-0002526,65,M,3,Manrique,ladera_norte,True,False,2026-04-15T09:59:17
C-0002527,32,M,16,Belen,sur,True,True,2026-04-15T12:26:41
C-0002528,74,M,16,Belen,sur,True,True,2026-04-15T09:58:04
C-0002529,44,F,15,Guayabal,sur,True,False,2026-04-15T10:12:09
C-0002530,28,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T07:40:15
C-0002531,29,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T10:44:25
C-0002532,65,F,12,La America,centro_sur,False,False,2026-04-15T12:09:25
C-0002533,32,M,12,La America,centro_sur,True,False,2026-04-15T10:24:35
C-0002534,49,F,1,Popular,ladera_norte,True,True,2026-04-15T09:26:11
C-0002535,67,M,70,Altavista,rural,True,False,2026-04-15T10:44:04
C-0002536,75,M,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T10:15:36
C-0002537,50,F,14,El Poblado,sur,False,False,2026-04-15T08:33:38
C-0002538,78,No reporta,7,Robledo,ladera_noroccidente,False,False,2026-04-15T08:29:27
C-0002539,38,M,1,Popular,ladera_norte,True,True,2026-04-15T11:59:09
C-0002540,76,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T10:34:51
C-0002541,34,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T11:56:02
C-0002542,22,No reporta,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T09:13:50
C-0002543,66,M,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T12:16:40
C-0002544,68,M,5,Castilla,valle,False,False,2026-04-15T10:25:30
C-0002545,80,F,10,La Candelaria,centro,True,True,2026-04-15T11:49:55
C-0002546,79,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T11:10:36
C-0002547,24,F,80,San Antonio de Prado,rural,True,False,2026-04-15T12:08:20
C-0002548,59,F,3,Manrique,ladera_norte,True,True,2026-04-15T10:32:59
C-0002549,65,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T11:21:06
C-0002550,58,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T07:39:11
C-0002551,19,F,10,La Candelaria,centro,False,False,2026-04-15T10:10:50
C-0002552,21,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T11:31:49
C-0002553,62,F,12,La America,centro_sur,True,True,2026-04-15T11:35:27
C-0002554,75,M,60,San Cristobal,rural,False,False,2026-04-15T10:18:15
C-0002555,30,M,5,Castilla,valle,True,True,2026-04-15T12:13:32
C-0002556,21,M,13,San Javier,ladera_occidente,False,False,2026-04-15T08:41:31
C-0002557,45,F,1,Popular,ladera_norte,True,True,2026-04-15T11:28:17
C-0002558,39,M,5,Castilla,valle,True,True,2026-04-15T09:07:05
C-0002559,83,F,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T08:47:36
C-0002560,80,F,1,Popular,ladera_norte,False,False,2026-04-15T11:33:18
C-0002561,55,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:32:01
C-0002562,81,M,12,La America,centro_sur,False,False,2026-04-15T12:10:53
C-0002563,33,No reporta,13,San Javier,ladera_occidente,False,True,2026-04-15T09:38:26
C-0002564,84,M,9,Buenos Aires,ladera_oriente,True,False,2026-04-15T11:34:02
C-0002565,47,M,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:20:34
C-0002566,49,M,7,Robledo,ladera_noroccidente,True,False,2026-04-15T11:55:52
C-0002567,21,M,1,Popular,ladera_norte,False,False,2026-04-15T09:03:47
C-0002568,29,F,2,Santa Cruz,ladera_norte,True,True,2026-04-15T09:56:57
C-0002569,31,F,12,La America,centro_sur,True,True,2026-04-15T11:02:17
C-0002570,50,No reporta,90,Santa Elena,rural,True,False,2026-04-15T09:35:01
C-0002571,30,No reporta,1,Popular,ladera_norte,False,False,2026-04-15T12:29:41
C-0002572,24,F,10,La Candelaria,centro,True,True,2026-04-15T11:35:38
C-0002573,58,F,14,El Poblado,sur,True,True,2026-04-15T07:36:24
C-0002574,76,F,15,Guayabal,sur,False,False,2026-04-15T09:28:22
C-0002575,22,F,10,La Candelaria,centro,True,True,2026-04-15T10:11:04
C-0002576,55,F,11,Laureles-Estadio,centro_sur,True,True,2026-04-15T11:01:45
C-0002577,82,M,13,San Javier,ladera_occidente,True,True,2026-04-15T10:11:51
C-0002578,45,F,15,Guayabal,sur,True,True,2026-04-15T10:33:54
C-0002579,30,F,3,Manrique,ladera_norte,False,False,2026-04-15T10:25:17
C-0002580,23,F,50,San Sebastian de Palmitas,rural,False,False,2026-04-15T08:15:51
C-0002581,80,M,1,Popular,ladera_norte,True,False,2026-04-15T09:16:37
C-0002582,45,F,15,Guayabal,sur,True,True,2026-04-15T09:02:36
C-0002583,25,F,2,Santa Cruz,ladera_norte,True,True,2026-04-15T09:21:10
C-0002584,76,M,4,Aranjuez,valle,True,True,2026-04-15T08:33:44
C-0002585,71,M,1,Popular,ladera_norte,False,False,2026-04-15T12:16:45
C-0002586,65,F,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T08:07:38
C-0002587,23,M,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T09:09:45
C-0002588,23,F,3,Manrique,ladera_norte,True,True,2026-04-15T09:36:03
C-0002589,32,M,8,Villa Hermosa,ladera_oriente,True,True,2026-04-15T10:36:42
C-0002590,28,F,7,Robledo,ladera_noroccidente,True,False,2026-04-15T08:29:31
C-0002591,53,M,14,El Poblado,sur,True,True,2026-04-15T11:02:27
C-0002592,44,No reporta,16,Belen,sur,True,True,2026-04-15T07:51:26
C-0002593,69,M,12,La America,centro_sur,True,True,2026-04-15T07:47:32
C-0002594,24,M,3,Manrique,ladera_norte,True,True,2026-04-15T08:32:05
C-0002595,66,F,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T08:36:10
C-0002596,80,M,16,Belen,sur,True,True,2026-04-15T10:35:40
C-0002597,26,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T11:31:55
C-0002598,61,F,8,Villa Hermosa,ladera_oriente,True,True,2026-04-15T11:32:31
C-0002599,52,M,60,San Cristobal,rural,True,True,2026-04-15T08:24:09
C-0002600,24,M,60,San Cristobal,rural,True,True,2026-04-15T09:48:52
C-0002601,37,M,8,Villa Hermosa,ladera_oriente,True,True,2026-04-15T08:21:59
C-0002602,70,M,12,La America,centro_sur,False,False,2026-04-15T10:32:48
C-0002603,76,M,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T08:45:29
C-0002604,42,M,14,El Poblado,sur,True,True,2026-04-15T10:45:08
C-0002605,25,M,1,Popular,ladera_norte,True,False,2026-04-15T11:22:10
C-0002606,34,M,3,Manrique,ladera_norte,True,True,2026-04-15T10:45:26
C-0002607,74,F,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T07:32:27
C-0002608,56,M,5,Castilla,valle,True,False,2026-04-15T12:26:03
C-0002609,46,M,12,La America,centro_sur,True,True,2026-04-15T09:46:02
C-0002610,18,No reporta,7,Robledo,ladera_noroccidente,True,True,2026-04-15T10:32:41
C-0002611,70,F,16,Belen,sur,True,True,2026-04-15T10:55:52
C-0002612,49,F,15,Guayabal,sur,True,False,2026-04-15T10:13:52
C-0002613,54,F,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T12:17:04
C-0002614,74,F,14,El Poblado,sur,False,False,2026-04-15T11:50:01
C-0002615,55,M,5,Castilla,valle,True,True,2026-04-15T10:47:03
C-0002616,80,F,9,Buenos Aires,ladera_oriente,False,True,2026-04-15T10:36:17
C-0002617,55,F,4,Aranjuez,valle,True,True,2026-04-15T09:14:52
C-0002618,40,M,15,Guayabal,sur,True,False,2026-04-15T09:47:26
C-0002619,79,F,15,Guayabal,sur,False,False,2026-04-15T07:31:43
C-0002620,61,F,16,Belen,sur,True,True,2026-04-15T11:12:43
C-0002621,68,M,16,Belen,sur,False,False,2026-04-15T08:09:21
C-0002622,33,M,70,Altavista,rural,False,False,2026-04-15T08:37:16
C-0002623,62,No reporta,4,Aranjuez,valle,True,True,2026-04-15T10:22:51
C-0002624,55,M,50,San Sebastian de Palmitas,rural,True,False,2026-04-15T10:51:45
C-0002625,25,No reporta,10,La Candelaria,centro,True,True,2026-04-15T07:40:01
C-0002626,35,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T11:20:10
C-0002627,79,M,10,La Candelaria,centro,True,True,2026-04-15T08:11:33
C-0002628,56,M,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T10:41:34
C-0002629,69,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T11:23:43
C-0002630,29,F,5,Castilla,valle,True,True,2026-04-15T08:26:19
C-0002631,32,F,2,Santa Cruz,ladera_norte,True,False,2026-04-15T09:29:53
C-0002632,81,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T10:04:30
C-0002633,46,M,16,Belen,sur,True,True,2026-04-15T10:15:15
C-0002634,77,M,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T11:32:58
C-0002635,72,F,10,La Candelaria,centro,True,False,2026-04-15T12:16:22
C-0002636,40,M,8,Villa Hermosa,ladera_oriente,True,False,2026-04-15T09:30:49
C-0002637,81,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T10:28:33
C-0002638,70,M,4,Aranjuez,valle,False,False,2026-04-15T12:08:19
C-0002639,26,F,15,Guayabal,sur,True,True,2026-04-15T10:31:40
C-0002640,24,M,4,Aranjuez,valle,False,False,2026-04-15T07:44:26
C-0002641,26,M,13,San Javier,ladera_occidente,True,False,2026-04-15T09:02:52
C-0002642,67,M,14,El Poblado,sur,False,False,2026-04-15T10:49:31
C-0002643,27,M,10,La Candelaria,centro,False,False,2026-04-15T12:25:38
C-0002644,36,M,15,Guayabal,sur,True,True,2026-04-15T08:39:51
C-0002645,47,F,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T08:34:37
C-0002646,27,M,16,Belen,sur,True,True,2026-04-15T10:44:36
C-0002647,40,F,13,San Javier,ladera_occidente,True,True,2026-04-15T08:04:44
C-0002648,63,M,14,El Poblado,sur,True,True,2026-04-15T12:14:48
C-0002649,83,M,12,La America,centro_sur,True,True,2026-04-15T12:03:12
C-0002650,49,M,15,Guayabal,sur,True,True,2026-04-15T10:22:29
C-0002651,68,M,90,Santa Elena,rural,False,False,2026-04-15T09:11:46
C-0002652,53,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T09:41:04
C-0002653,49,F,15,Guayabal,sur,True,True,2026-04-15T10:15:52
C-0002654,52,M,13,San Javier,ladera_occidente,False,False,2026-04-15T11:47:35
C-0002655,82,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T11:06:38
C-0002656,21,F,50,San Sebastian de Palmitas,rural,False,False,2026-04-15T09:49:04
C-0002657,52,No reporta,7,Robledo,ladera_noroccidente,True,True,2026-04-15T10:41:13
C-0002658,21,F,10,La Candelaria,centro,True,True,2026-04-15T10:19:16
C-0002659,76,F,2,Santa Cruz,ladera_norte,False,False,2026-04-15T08:05:27
C-0002660,58,F,4,Aranjuez,valle,False,False,2026-04-15T09:02:07
C-0002661,21,M,15,Guayabal,sur,True,True,2026-04-15T08:31:09
C-0002662,59,F,7,Robledo,ladera_noroccidente,False,False,2026-04-15T10:14:48
C-0002663,47,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T12:21:01
C-0002664,21,M,5,Castilla,valle,True,True,2026-04-15T11:04:44
C-0002665,83,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T10:48:35
C-0002666,43,F,14,El Poblado,sur,True,True,2026-04-15T10:02:47
C-0002667,19,F,16,Belen,sur,True,True,2026-04-15T09:16:10
C-0002668,59,M,2,Santa Cruz,ladera_norte,True,False,2026-04-15T08:33:15
C-0002669,43,F,10,La Candelaria,centro,True,True,2026-04-15T12:02:22
C-0002670,61,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T07:35:53
C-0002671,28,F,11,Laureles-Estadio,centro_sur,True,False,2026-04-15T12:03:04
C-0002672,73,F,8,Villa Hermosa,ladera_oriente,True,True,2026-04-15T08:35:23
C-0002673,46,M,7,Robledo,ladera_noroccidente,True,False,2026-04-15T11:30:51
C-0002674,46,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T11:45:04
C-0002675,71,M,11,Laureles-Estadio,centro_sur,False,False,2026-04-15T12:05:08
C-0002676,54,F,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T12:17:46
C-0002677,18,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T10:00:45
C-0002678,56,M,15,Guayabal,sur,True,True,2026-04-15T10:18:43
C-0002679,61,F,13,San Javier,ladera_occidente,True,False,2026-04-15T07:39:31
C-0002680,38,M,6,Doce de Octubre,ladera_noroccidente,False,False,2026-04-15T11:38:43
C-0002681,30,M,14,El Poblado,sur,True,True,2026-04-15T10:24:16
C-0002682,21,M,15,Guayabal,sur,False,False,2026-04-15T07:44:05
C-0002683,74,M,3,Manrique,ladera_norte,True,True,2026-04-15T09:13:56
C-0002684,18,M,11,Laureles-Estadio,centro_sur,False,False,2026-04-15T11:46:04
C-0002685,57,F,5,Castilla,valle,True,True,2026-04-15T09:25:13
C-0002686,74,M,13,San Javier,ladera_occidente,True,True,2026-04-15T08:56:09
C-0002687,41,F,5,Castilla,valle,True,True,2026-04-15T08:51:31
C-0002688,31,M,12,La America,centro_sur,True,True,2026-04-15T08:22:38
C-0002689,65,M,5,Castilla,valle,False,False,2026-04-15T10:12:06
C-0002690,60,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T08:53:07
C-0002691,18,M,60,San Cristobal,rural,False,False,2026-04-15T10:25:00
C-0002692,56,F,7,Robledo,ladera_noroccidente,True,False,2026-04-15T09:59:24
C-0002693,18,M,16,Belen,sur,False,False,2026-04-15T10:45:28
C-0002694,44,F,90,Santa Elena,rural,False,False,2026-04-15T10:26:15
C-0002695,38,M,16,Belen,sur,False,False,2026-04-15T07:47:46
C-0002696,73,M,3,Manrique,ladera_norte,True,False,2026-04-15T07:32:05
C-0002697,83,F,15,Guayabal,sur,False,False,2026-04-15T09:01:11
C-0002698,64,M,1,Popular,ladera_norte,True,True,2026-04-15T09:12:54
C-0002699,67,F,7,Robledo,ladera_noroccidente,False,False,2026-04-15T09:45:26
C-0002700,19,M,16,Belen,sur,True,True,2026-04-15T11:01:20
C-0002701,22,No reporta,12,La America,centro_sur,True,True,2026-04-15T12:21:33
C-0002702,70,M,10,La Candelaria,centro,True,True,2026-04-15T11:15:05
C-0002703,46,M,7,Robledo,ladera_noroccidente,False,True,2026-04-15T09:19:50
C-0002704,51,F,15,Guayabal,sur,True,True,2026-04-15T08:40:18
C-0002705,64,F,13,San Javier,ladera_occidente,False,False,2026-04-15T09:16:50
C-0002706,41,F,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T08:43:56
C-0002707,63,F,16,Belen,sur,False,False,2026-04-15T10:18:04
C-0002708,66,F,4,Aranjuez,valle,True,False,2026-04-15T10:53:53
C-0002709,34,M,3,Manrique,ladera_norte,True,False,2026-04-15T08:48:38
C-0002710,63,M,12,La America,centro_sur,True,False,2026-04-15T10:32:52
C-0002711,29,F,80,San Antonio de Prado,rural,True,True,2026-04-15T09:20:57
C-0002712,38,M,5,Castilla,valle,True,False,2026-04-15T09:59:09
C-0002713,70,M,5,Castilla,valle,True,True,2026-04-15T08:41:29
C-0002714,83,F,3,Manrique,ladera_norte,False,False,2026-04-15T10:13:57
C-0002715,22,M,15,Guayabal,sur,True,True,2026-04-15T07:57:18
C-0002716,61,F,4,Aranjuez,valle,True,False,2026-04-15T09:59:50
C-0002717,56,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T09:43:55
C-0002718,58,M,90,Santa Elena,rural,False,False,2026-04-15T09:32:09
C-0002719,70,F,1,Popular,ladera_norte,True,False,2026-04-15T12:00:39
C-0002720,22,F,10,La Candelaria,centro,True,True,2026-04-15T11:26:21
C-0002721,67,M,9,Buenos Aires,ladera_oriente,True,True,2026-04-15T10:21:56
C-0002722,36,F,14,El Poblado,sur,True,True,2026-04-15T11:56:34
C-0002723,28,M,7,Robledo,ladera_noroccidente,True,True,2026-04-15T10:47:34
C-0002724,47,M,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T10:41:57
C-0002725,19,F,3,Manrique,ladera_norte,True,True,2026-04-15T09:54:18
C-0002726,60,M,13,San Javier,ladera_occidente,True,True,2026-04-15T08:50:55
C-0002727,55,M,14,El Poblado,sur,True,False,2026-04-15T08:59:46
C-0002728,52,F,3,Manrique,ladera_norte,True,False,2026-04-15T12:22:19
C-0002729,20,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T10:53:31
C-0002730,69,F,16,Belen,sur,True,True,2026-04-15T07:56:28
C-0002731,20,M,1,Popular,ladera_norte,False,False,2026-04-15T08:40:34
C-0002732,35,F,6,Doce de Octubre,ladera_noroccidente,True,False,2026-04-15T12:15:37
C-0002733,44,F,10,La Candelaria,centro,True,False,2026-04-15T08:32:31
C-0002734,65,M,6,Doce de Octubre,ladera_noroccidente,True,True,2026-04-15T10:16:47
C-0002735,45,M,5,Castilla,valle,True,False,2026-04-15T09:15:59
C-0002736,72,F,8,Villa Hermosa,ladera_oriente,False,False,2026-04-15T11:03:02
C-0002737,80,M,4,Aranjuez,valle,True,True,2026-04-15T11:48:20
C-0002738,69,F,10,La Candelaria,centro,True,True,2026-04-15T09:37:03
C-0002739,20,F,13,San Javier,ladera_occidente,False,False,2026-04-15T07:33:04
C-0002740,69,M,10,La Candelaria,centro,True,True,2026-04-15T09:17:07
C-0002741,31,M,2,Santa Cruz,ladera_norte,False,False,2026-04-15T07:36:35
C-0002742,77,F,15,Guayabal,sur,True,True,2026-04-15T08:36:59
C-0002743,83,M,4,Aranjuez,valle,False,False,2026-04-15T09:25:35
C-0002744,23,M,14,El Poblado,sur,False,False,2026-04-15T08:03:40
C-0002745,24,M,7,Robledo,ladera_noroccidente,False,False,2026-04-15T07:40:40
C-0002746,64,M,14,El Poblado,sur,True,True,2026-04-15T09:03:49
C-0002747,27,F,4,Aranjuez,valle,True,True,2026-04-15T07:37:50
C-0002748,82,F,4,Aranjuez,valle,True,True,2026-04-15T08:46:21
C-0002749,54,M,9,Buenos Aires,ladera_oriente,False,False,2026-04-15T08:05:07
C-0002750,56,M,1,Popular,ladera_norte,True,True,2026-04-15T10:10:06
C-0002751,75,F,4,Aranjuez,valle,True,False,2026-04-15T11:29:45
C-0002752,32,F,13,San Javier,ladera_occidente,True,False,2026-04-15T11:47:10
C-0002753,55,F,15,Guayabal,sur,False,False,2026-04-15T10:36:22
C-0002754,84,M,2,Santa Cruz,ladera_norte,True,True,2026-04-15T07:55:04
C-0002755,19,M,16,Belen,sur,True,True,2026-04-15T07:51:54
C-0002756,29,M,14,El Poblado,sur,True,True,2026-04-15T11:14:05
